name,portion,food_source,calories,protein,carbs,fat,fiber,saturated_fat,trans_fat,monounsaturated_fat,polyunsaturated_fat,sugar,added_sugar,sodium,calcium,iron,magnesium,phosphorus,potassium,zinc,vitamin_a,vitamin_c,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b6,vitamin_b12,folate,cholesterol,water,caffeine,alcohol,is_favorite,nutritionist_id,external_id,created_at,updated_at
"Frango, sobrecoxa, sem pele, crua",100g,TACO,161.8,17.57,0.0,9.62,,,,,,,,79.75,6.29,0.9,26.33,187.29,241.09,1.67,3.92,,,,,0.12,0.06,4.06,,,,84.09,72.71,,,false,,taco_414,,
"Hambúrguer, bovino, cru",100g,TACO,214.84,13.16,4.15,16.18,,,,,,,,869.46,34.06,1.89,24.52,140.72,382.59,1.7,,,,,,0.06,0.08,3.53,0.04,,,70.01,63.6,,,false,,taco_415,,
"Hambúrguer, bovino, frito",100g,TACO,258.28,19.97,6.32,17.01,,,,,,,,1251.8,62.39,3.02,59.7,324.46,660.09,3.18,,,,,,0.13,0.06,2.73,,,,48.9,52.46,,,false,,taco_416,,
"Hambúrguer, bovino, grelhado",100g,TACO,209.83,13.16,11.33,12.43,,,,,,,,1090.33,56.21,2.64,47.57,262.67,537.56,3.02,,,,,,0.18,0.06,5.77,,,,58.53,59.23,,,false,,taco_417,,
"Lingüiça, frango, crua",100g,TACO,218.11,14.24,0.0,17.44,,,,,,,,1125.81,10.84,0.47,18.97,181.51,279.73,0.69,,,,,,0.11,0.05,4.6,,,,64.13,64.76,,,false,,taco_418,,
"Lingüiça, frango, frita",100g,TACO,245.46,18.32,0.0,18.54,,,,,,,,1373.89,15.48,0.79,29.19,262.07,363.79,1.16,,,,,,0.11,0.05,5.67,,,,75.79,59.57,,,false,,taco_419,,
"Lingüiça, frango, grelhada",100g,TACO,243.66,18.19,0.0,18.4,,,,,,,,1351.49,13.93,0.72,21.1,228.02,356.0,1.03,,,,,,0.12,0.04,5.97,,,,80.48,58.58,,,false,,taco_420,,
"Lingüiça, porco, crua",100g,TACO,227.2,16.06,0.0,17.58,,,,,,,,1175.72,6.13,0.44,14.05,157.48,316.33,1.36,,,,,,0.49,0.05,2.6,,,,52.93,62.48,,,false,,taco_421,,
"Lingüiça, porco, frita",100g,TACO,279.54,20.45,0.0,21.31,,,,,,,,1431.59,8.48,0.87,18.22,210.78,408.94,3.08,,,,,,0.41,0.07,5.83,,,,74.71,54.61,,,false,,taco_422,,
"Lingüiça, porco, grelhada",100g,TACO,296.49,23.17,0.0,21.9,,,,,,,,1455.86,8.14,1.01,18.79,209.81,426.6,3.48,,,,,,0.4,0.07,6.6,,,,81.7,50.48,,,false,,taco_423,,
Mortadela,100g,TACO,268.82,11.95,5.82,21.65,,,,,,,,1212.17,66.55,1.47,19.14,215.67,247.28,1.02,,,,,,0.14,0.06,3.0,,,,82.76,56.44,,,false,,taco_424,,
"Peru, congelado, assado",100g,TACO,163.07,26.2,0.0,5.67,,,,,,,,627.88,13.84,0.59,11.54,197.36,175.12,1.21,,,,,,0.06,,6.23,,,,91.24,65.32,,,false,,taco_425,,
"Peru, congelado, cru",100g,TACO,93.72,18.08,0.0,1.83,,,,,,,,710.68,9.88,0.87,18.84,216.67,281.35,1.44,,,,,,0.06,,4.23,,,,68.16,78.18,,,false,,taco_426,,
"Porco, bisteca, crua",100g,TACO,164.12,21.5,0.0,8.02,,,,,,,,54.29,6.11,0.53,24.07,195.16,334.99,1.43,,,,,,0.9,,2.65,,,,56.38,67.7,,,false,,taco_427,,
"Porco, bisteca, frita",100g,TACO,311.17,33.75,0.0,18.52,,,,,,,,63.03,69.15,0.82,29.12,289.87,403.51,2.16,9.74,,,,,0.34,,3.25,,,,126.3,47.33,,,false,,taco_428,,
"Porco, bisteca, grelhada",100g,TACO,280.08,28.89,0.0,17.38,,,,,,,,51.45,34.31,0.86,24.74,229.44,366.42,2.35,,,,,,0.77,0.14,1.92,0.03,,,81.68,51.84,,,false,,taco_429,,
"Porco, costela, assada",100g,TACO,402.17,30.22,0.0,30.28,,,,,,,,62.68,16.77,1.04,14.04,200.78,245.97,3.1,,,,,,0.71,0.05,10.63,,,,112.86,36.92,,,false,,taco_430,,
"Porco, costela, crua",100g,TACO,255.61,18.0,0.0,19.82,,,,,,,,87.98,14.53,0.9,17.97,159.08,248.23,2.27,,,,,,0.62,,8.27,,,,68.83,61.21,,,false,,taco_431,,
"Porco, lombo, assado",100g,TACO,210.23,35.73,0.0,6.4,,,,,,,,38.92,19.51,0.46,18.14,238.36,311.14,1.76,,,,,,0.75,0.07,12.43,0.11,,,103.08,56.56,,,false,,taco_432,,
"Porco, lombo, cru",100g,TACO,175.63,22.6,0.0,8.77,,,,,,,,53.07,4.16,0.47,23.91,194.52,334.38,0.93,,,,,,0.95,,13.83,,,,55.39,67.73,,,false,,taco_433,,
"Porco, orelha, salgada, crua",100g,TACO,258.49,18.52,0.0,19.89,,,,,,,,615.6,5.44,1.41,2.07,30.79,228.46,0.57,,,,,,0.07,0.03,,,,,83.01,59.67,,,false,,taco_434,,
"Porco, pernil, assado",100g,TACO,262.26,32.13,0.0,13.86,,,,,,,,62.41,17.59,1.25,27.35,247.09,395.19,3.25,,,,,,0.77,0.09,6.57,,,,109.8,49.26,,,false,,taco_435,,
"Porco, pernil, cru",100g,TACO,186.06,20.12,0.0,11.1,,,,,,,,101.89,12.94,0.89,22.88,192.48,255.58,1.73,,,,,,1.06,0.06,5.67,,,,58.69,67.08,,,false,,taco_436,,
"Porco, rabo, salgado, cru",100g,TACO,377.42,15.58,0.0,34.47,,,,,,,,1157.67,21.63,0.62,3.6,42.39,23.76,1.41,,,,,,0.2,0.06,1.43,,,,89.09,43.79,,,false,,taco_437,,
"Presunto, com capa de gordura",100g,TACO,127.85,14.37,1.4,6.77,,,,,,,,1020.77,12.48,0.68,17.04,273.87,294.58,1.32,,,,,,0.62,0.03,3.78,,,,39.51,73.95,,,false,,taco_438,,
"Presunto, sem capa de gordura",100g,TACO,93.74,14.29,2.15,2.71,,,,,,,,1039.18,23.27,0.83,17.51,244.06,307.3,1.46,,,,,,0.5,0.03,4.0,,,,35.77,77.18,,,false,,taco_439,,
"Quibe, assado",100g,TACO,136.23,14.59,12.86,2.68,1.9,,,,,,,39.89,15.62,2.15,36.08,174.37,287.78,4.12,,,,,,0.04,0.04,1.81,,,,33.73,69.02,,,false,,taco_440,,
"Quibe, cru",100g,TACO,109.49,12.35,10.77,1.67,1.65,,,,,,,38.77,12.09,1.65,25.69,125.79,241.74,2.75,,,,,,0.09,0.03,1.2,,,,26.93,74.51,,,false,,taco_441,,
"Quibe, frito",100g,TACO,253.83,14.89,12.34,15.8,,,,,,,,835.83,21.73,1.95,38.77,165.83,322.47,2.78,,,,,,0.12,0.1,1.5,,,,37.77,53.96,,,false,,taco_442,,
Salame,100g,TACO,397.84,25.81,2.91,30.64,,,,,,,,1574.17,87.02,1.25,29.91,354.27,548.0,3.15,,,,,,0.88,0.23,12.49,,,,85.09,34.7,,,false,,taco_443,,
"Toucinho, cru",100g,TACO,592.53,11.48,0.0,60.26,,,,,,,,49.59,2.39,0.44,3.57,35.36,57.57,0.21,,,,,,,,5.1,,,,73.08,27.61,,,false,,taco_444,,
"Toucinho, frito",100g,TACO,696.56,27.28,0.0,64.31,,,,,,,,124.85,9.44,0.86,9.46,94.72,170.86,0.84,,,,,,,,5.03,,,,89.46,6.33,,,false,,taco_445,,
"Bebida láctea, pêssego",100g,TACO,55.16,2.13,7.57,1.91,0.29,,,,,,,46.26,88.63,,8.59,63.1,62.26,0.24,,2.05,,,,0.03,0.14,0.33,,,,5.37,87.69,,,false,,taco_446,,
Creme de Leite,100g,TACO,221.48,1.51,4.51,22.48,,,,,,,,51.72,82.73,0.3,7.54,118.46,118.65,0.29,,,,,,,0.1,0.0,,,,66.48,70.89,,,false,,taco_447,,
"Iogurte, natural",100g,TACO,51.49,4.06,1.92,3.04,,,,,,,,51.62,143.1,,11.25,119.04,71.28,0.44,,0.93,,,,0.04,0.22,,,,,13.78,90.04,,,false,,taco_448,,
"Iogurte, natural, desnatado",100g,TACO,41.49,3.83,5.77,0.32,,,,,,,,59.64,156.96,,11.98,109.68,182.13,0.51,,0.35,,,,,0.22,,,,,3.33,89.22,,,false,,taco_449,,
"Iogurte, sabor abacaxi",100g,TACO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.63,,,,false,,taco_450,,
"Iogurte, sabor morango",100g,TACO,69.57,2.71,9.69,2.33,0.22,,,,,,,37.66,101.03,,8.04,73.48,52.35,0.3,,,,,,0.03,0.12,,0.02,,,7.49,84.63,,,false,,taco_451,,
"Iogurte, sabor pêssego",100g,TACO,67.85,2.53,9.43,2.34,0.72,,,,,,,36.96,95.05,0.05,7.96,65.55,52.09,0.3,,,,,,0.02,0.1,0.38,,,,8.4,85.06,,,false,,taco_452,,
"Leite, condensado",100g,TACO,312.57,7.67,57.0,6.74,,,,,,,,93.8,246.27,0.13,21.98,187.18,328.93,0.86,,2.14,,,,0.06,0.33,,0.57,,,27.64,26.96,,,false,,taco_453,,
"Leite, de cabra",100g,TACO,66.42,3.07,5.25,3.75,,,,,,,,73.95,112.25,0.1,9.8,113.2,139.99,0.35,,,,,,,0.14,,,,,13.99,87.07,,,false,,taco_454,,
"Leite, de vaca, achocolatado",100g,TACO,82.82,2.1,14.16,2.17,0.65,,,,,,,71.74,69.79,0.46,12.88,70.87,155.24,0.31,,3.26,,,,0.07,0.29,1.23,0.14,,,6.08,80.89,,,false,,taco_455,,
"Leite, de vaca, desnatado, pó",100g,TACO,361.61,34.69,53.04,0.93,,,,,,,,431.67,1363.17,0.93,108.71,1673.43,1555.66,3.84,,,,,,0.32,1.2,0.81,,,,24.79,3.1,,,false,,taco_456,,
"Leite, de vaca, desnatado, UHT",100g,TACO,,,,,,,,,,,,51.14,133.81,,10.23,85.37,140.03,0.38,,,,,,0.04,0.26,1.49,,,,3.75,,,,false,,taco_457,,
"Leite, de vaca, integral",100g,TACO,,,,,,,,,,,,63.76,122.58,,9.64,81.98,133.19,0.38,,,,,,0.04,0.24,1.52,,,,10.49,,,,false,,taco_458,,
"Leite, de vaca, integral, pó",100g,TACO,496.65,25.42,39.18,26.9,,,,,,,,323.2,890.27,0.52,77.43,1242.28,1131.66,2.73,,,,,,0.24,1.03,,,,,85.26,2.7,,,false,,taco_459,,
"Leite, fermentado",100g,TACO,69.62,1.89,15.67,0.1,,,,,,,,33.43,71.53,,6.23,62.81,94.48,0.26,,0.49,,,,0.07,0.11,,,,,1.85,81.88,,,false,,taco_460,,
"Queijo, minas, frescal",100g,TACO,264.27,17.41,3.24,20.18,,,,,,,,31.23,579.25,0.93,6.88,123.31,104.85,0.29,,,,,,,0.25,,,,,62.0,56.12,,,false,,taco_461,,
"Queijo, minas, meia cura",100g,TACO,320.72,21.21,3.57,24.61,,,,,,,,501.17,695.92,0.22,27.07,402.53,119.98,2.68,,,,,,0.03,0.32,,,,,76.3,47.12,,,false,,taco_462,,
"Queijo, mozarela",100g,TACO,329.87,22.65,3.05,25.18,,,,,,,,581.36,875.04,0.31,23.57,470.0,61.89,3.52,,,,,,,0.2,,,,,79.58,45.34,,,false,,taco_463,,
"Queijo, parmesão",100g,TACO,452.96,35.55,1.66,33.53,,,,,,,,1844.08,991.97,0.53,33.37,744.62,96.24,4.36,,,,,,,0.44,,0.23,,,105.84,21.25,,,false,,taco_464,,
"Queijo, pasteurizado",100g,TACO,303.08,9.36,5.68,27.44,,,,,,,,780.43,323.3,0.27,16.0,577.94,193.72,1.3,,,,,,,0.2,,,,,82.16,54.42,,,false,,taco_465,,
"Queijo, petit suisse, morango",100g,TACO,121.11,5.79,18.46,2.84,,,,,,,,412.47,730.93,0.14,26.51,448.46,121.46,2.66,,,,,,0.22,0.27,2.68,0.21,,,12.07,72.22,,,false,,taco_466,,
"Queijo, prato",100g,TACO,359.88,22.66,1.88,29.11,,,,,,,,579.77,939.99,0.28,28.27,460.84,73.47,3.46,,,,,,,0.22,,,,,90.9,42.44,,,false,,taco_467,,
"Queijo, requeijão, cremoso",100g,TACO,256.58,9.63,2.43,23.44,,,,,,,,557.92,259.47,0.12,11.63,447.88,93.06,1.28,,,,,,,0.19,,,,,73.67,62.47,,,false,,taco_468,,
"Queijo, ricota",100g,TACO,139.73,12.6,3.79,8.11,,,,,,,,282.58,253.24,0.14,11.81,161.52,112.38,0.46,,,,,,,0.15,,,,,48.7,73.57,,,false,,taco_469,,
"Bebida isotônica, sabores variados",100g,TACO,25.61,0.0,6.4,0.0,,,,,,,,44.08,1.23,0.67,,8.97,13.03,,,,,,,,,,,,,,93.51,,,false,,taco_470,,
"Café, infusão 10%",100g,TACO,9.07,0.71,1.48,0.07,,,,,,,,1.03,3.16,,9.66,9.5,155.7,,,,,,,,,,,,,,97.37,,,false,,taco_471,,
"Cana, aguardente 1",100g,TACO,215.66,,,,,,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,false,,taco_472,,
"Cana, caldo de",100g,TACO,65.34,,18.15,,0.14,,,,,,,,9.08,0.75,11.97,4.78,17.97,0.05,,2.78,,,,,,,0.03,,,,81.73,,,false,,taco_473,,
"Cerveja, pilsen 2",100g,TACO,40.72,0.56,3.32,,,,,,,,,4.23,4.99,,6.74,19.0,29.47,,,,,,,,,2.92,0.14,,,,92.38,,,false,,taco_474,,
"Chá, erva-doce, infusão 5%",100g,TACO,1.4,0.0,0.39,0.0,,,,,,,,0.63,1.93,,0.88,0.65,9.93,,,,,,,1.23,0.23,,,,,,99.61,,,false,,taco_475,,
"Chá, mate, infusão 5%",100g,TACO,2.73,0.0,0.64,0.05,,,,,,,,,0.64,,2.04,,5.34,,,,,,,0.89,,,,,,,99.31,,,false,,taco_476,,
"Chá, preto, infusão 5%",100g,TACO,2.25,0.0,0.63,0.0,,,,,,,,,0.25,,0.96,1.51,13.44,,,,,,,3.11,0.48,,,,,,99.37,,,false,,taco_477,,
"Coco, água de",100g,TACO,21.51,0.0,5.28,0.0,0.13,,,,,,,1.78,18.84,,5.16,3.76,161.65,,,2.41,,,,0.01,,,,,,,94.25,,,false,,taco_478,,
"Refrigerante, tipo água tônica",100g,TACO,30.78,0.0,7.95,0.0,,,,,,,,8.29,1.08,,,0.15,1.51,,,,,,,,,,,,,,92.01,,,false,,taco_479,,
"Refrigerante, tipo cola",100g,TACO,33.51,0.0,8.66,0.0,,,,,,,,7.12,1.37,,,16.68,0.91,,,,,,,,,,,,,,91.28,,,false,,taco_480,,
"Refrigerante, tipo guaraná",100g,TACO,38.7,0.0,10.0,0.0,,,,,,,,9.01,1.41,,,,1.38,,,,,,,,,,,,,,89.96,,,false,,taco_481,,
"Refrigerante, tipo laranja",100g,TACO,45.63,0.0,11.79,0.0,,,,,,,,9.27,2.34,,1.21,1.47,15.5,,,,,,,,,,,,,,88.17,,,false,,taco_482,,
"Refrigerante, tipo limão",100g,TACO,39.72,0.0,10.26,0.0,,,,,,,,8.8,1.75,,0.53,,4.27,,,,,,,,,,,,,,89.69,,,false,,taco_483,,
"Omelete, de queijo",100g,TACO,268.01,15.57,0.44,22.01,,,,,,,,216.05,165.73,1.37,14.27,313.61,126.93,1.36,,,,,,0.03,0.24,,,,,383.83,60.49,,,false,,taco_484,,
"Ovo, de codorna, inteiro, cru",100g,TACO,176.89,13.69,0.77,12.68,,,,,,,,128.99,78.73,3.35,11.06,279.44,78.73,2.05,,,,,,0.11,0.12,0.97,,,,568.0,71.67,,,false,,taco_485,,
"Ovo, de galinha, clara, cozida/10minutos",100g,TACO,59.44,13.45,0.0,0.09,,,,,,,,180.54,6.23,0.08,11.01,15.43,145.87,,,,,,,,0.08,,,,,,85.23,,,false,,taco_486,,
"Ovo, de galinha, gema, cozida/10minutos",100g,TACO,352.67,15.9,1.56,30.78,,,,,,,,44.91,114.43,2.92,9.37,385.75,87.38,2.87,,,,,,0.18,0.22,,,,,1272.37,50.02,,,false,,taco_487,,
"Ovo, de galinha, inteiro, cozido/10minutos",100g,TACO,145.7,13.29,0.61,9.48,,,,,,,,145.9,49.22,1.52,11.24,184.19,138.9,1.24,,,,,,0.08,0.3,,,,,396.57,75.77,,,false,,taco_488,,
"Ovo, de galinha, inteiro, cru",100g,TACO,143.11,13.03,1.64,8.9,,,,,,,,167.91,42.02,1.56,12.66,164.35,150.0,1.08,,,,,,0.07,0.58,0.75,,,,355.94,75.6,,,false,,taco_489,,
"Ovo, de galinha, inteiro, frito",100g,TACO,240.19,15.62,1.19,18.59,,,,,,,,166.11,72.89,2.1,16.25,422.41,184.01,1.46,,,,,,0.06,0.32,,,,,516.26,63.5,,,false,,taco_490,,
"Achocolatado, pó",100g,TACO,401.02,4.2,91.18,2.17,3.89,,,,,,,64.79,44.4,5.36,76.74,199.97,496.45,1.04,,,,,,1.38,1.02,4.99,1.52,,,,1.1,,,false,,taco_491,,
"Açúcar, cristal",100g,TACO,386.85,0.32,99.61,,,,,,,,,,7.59,0.16,1.01,,2.56,,,,,,,,,,,,,,0.05,,,false,,taco_492,,
"Açúcar, mascavo",100g,TACO,368.55,0.76,94.45,0.09,,,,,,,,25.2,126.53,8.3,79.95,38.16,521.63,0.48,,,,,,,0.03,,,,,,3.32,,,false,,taco_493,,
"Açúcar, refinado",100g,TACO,386.57,0.32,99.54,,,,,,,,,12.16,3.5,0.11,0.55,,6.35,,,,,,,,,,,,,,0.12,,,false,,taco_494,,
"Chocolate, ao leite",100g,TACO,539.59,7.22,59.58,30.27,2.17,,,,,,,77.1,191.19,1.58,57.1,212.11,354.51,1.06,,,,,,0.05,0.22,0.63,0.59,,,16.52,1.26,,,false,,taco_495,,
"Chocolate, ao leite, com castanha do Pará",100g,TACO,558.88,7.41,55.38,34.19,2.46,,,,,,,64.05,171.23,1.47,79.57,302.52,430.92,1.3,,1.42,,,,0.04,0.24,1.37,,,,15.5,1.21,,,false,,taco_496,,
"Chocolate, ao leite, dietético",100g,TACO,556.82,6.9,56.32,33.77,2.85,,,,,,,84.71,187.89,3.31,67.21,276.47,458.4,1.12,,2.05,,,,0.31,0.25,0.79,,,,12.96,1.73,,,false,,taco_497,,
"Chocolate, meio amargo",100g,TACO,474.92,4.86,62.42,29.86,4.94,,,,,,,8.87,44.67,3.61,107.36,219.98,431.7,1.52,,2.1,,,,0.2,0.04,1.06,,,,2.22,1.02,,,false,,taco_498,,
Cocada branca,100g,TACO,448.85,1.12,81.38,13.59,3.57,,,,,,,28.99,7.06,1.24,17.41,396.41,183.07,0.41,,,,,,,,0.47,0.16,,,,3.42,,,false,,taco_499,,
"Doce, de abóbora, cremoso",100g,TACO,198.94,0.92,54.61,0.21,2.28,,,,,,,,12.99,0.85,5.52,13.74,136.75,,,0.11,,,,0.08,,,0.04,,,,43.88,,,false,,taco_500,,
"Doce, de leite, cremoso",100g,TACO,306.31,5.48,59.49,5.99,,,,,,,,120.09,195.1,0.07,16.26,140.78,259.46,0.53,35.64,,,,,0.05,0.26,,,,,20.06,27.5,,,false,,taco_501,,
"Geléia, mocotó, natural",100g,TACO,106.09,2.12,24.23,0.07,,,,,,,,42.68,3.52,0.12,0.75,,2.0,,,,,,,0.19,,,0.22,,,,73.48,,,false,,taco_502,,
Glicose de milho,100g,TACO,292.12,0.0,79.38,0.0,,,,,,,,58.93,5.67,0.05,1.9,4.78,5.06,,,,,,,,,,,,,,20.41,,,false,,taco_503,,
Maria mole,100g,TACO,301.24,3.81,73.55,0.19,0.67,,,,,,,15.31,13.36,0.39,6.89,4.35,23.56,0.09,,,,,,0.04,,,,,,,21.57,,,false,,taco_504,,
"Maria mole, coco queimado",100g,TACO,306.63,3.93,75.06,0.09,0.64,,,,,,,14.29,19.46,0.47,5.99,5.42,35.96,0.09,,,,,,0.04,,,,,,,20.73,,,false,,taco_505,,
Marmelada,100g,TACO,257.24,0.4,70.76,0.14,4.07,,,,,,,10.88,11.32,0.73,5.8,19.62,83.15,0.08,,,,,,,,,,,,,28.5,,,false,,taco_506,,
"Mel, de abelha",100g,TACO,309.24,0.0,84.03,0.0,,,,,,,,6.04,10.2,0.25,5.51,3.89,99.32,0.17,,0.74,,,,0.11,,,,,,,15.82,,,false,,taco_507,,
Melado,100g,TACO,296.51,0.0,76.62,0.0,,,,,,,,4.01,102.06,5.39,115.14,73.61,395.06,0.27,,,,,,,0.05,,0.2,,,,22.09,,,false,,taco_508,,
Quindim,100g,TACO,411.35,4.74,46.3,24.43,3.22,,,,,,,27.37,37.18,1.38,14.9,167.91,111.0,1.11,,,,,,,0.04,1.14,0.04,,,271.02,23.93,,,false,,taco_509,,
Rapadura,100g,TACO,351.96,0.99,90.79,0.07,,,,,,,,21.71,30.49,4.44,47.18,21.3,458.87,0.56,,,,,,,,,0.04,,,,7.1,,,false,,taco_510,,
"Café, pó, torrado",100g,TACO,418.62,14.7,65.75,11.95,51.23,,,,,,,1.13,106.89,8.13,165.12,169.48,1608.58,0.52,,,,,,,,11.89,,,,,2.93,,,false,,taco_511,,
"Capuccino, pó",100g,TACO,417.41,11.31,73.61,8.63,2.44,,,,,,,382.29,466.59,2.28,70.85,357.61,885.8,1.14,,,,,,,1.41,,,,,28.9,2.6,,,false,,taco_512,,
"Fermento em pó, químico",100g,TACO,89.72,0.48,43.91,0.07,,,,,,,,10052.41,,,,,,,,,,,,,,,,,,,7.08,,,false,,taco_513,,
"Fermento, biológico, levedura, tablete",100g,TACO,89.79,16.96,7.7,1.52,4.17,,,,,,,39.61,18.01,2.62,38.45,418.66,576.24,11.0,,,,,,0.3,0.36,,,,,,71.9,,,false,,taco_514,,
"Gelatina, sabores variados, pó",100g,TACO,380.22,8.89,89.22,,,,,,,,,234.92,26.84,0.33,2.31,1.99,7.25,,,40.0,,,,,,,,,,,1.24,,,false,,taco_515,,
"Sal, dietético",100g,TACO,,,,,,,,,,,,23431.52,,,,,20467.64,,,,,,,,,,,,,,0.6,,,false,,taco_516,,
"Sal, grosso",100g,TACO,,,,,,,,,,,,39943.2,,,,,,,,,,,,,,,,,,,0.41,,,false,,taco_517,,
Shoyu,100g,TACO,60.93,3.31,11.65,0.33,,,,,,,,5024.21,14.53,0.5,23.63,47.04,165.18,0.19,,,,,,0.83,0.06,2.1,0.15,,,,70.63,,,false,,taco_518,,
Tempero a base de sal,100g,TACO,21.33,2.67,2.07,0.26,0.56,,,,,,,32560.0,,,,,,,,,,,,,,,,,,,7.65,,,false,,taco_519,,
"Azeitona, preta, conserva",100g,TACO,194.15,1.16,5.54,20.34,4.55,,,,,,,1566.66,58.75,5.45,4.76,16.0,78.57,0.29,,,,,,,,,0.04,,,,68.46,,,false,,taco_520,,
"Azeitona, verde, conserva",100g,TACO,136.94,0.95,4.1,14.22,3.85,,,,,,,1347.18,45.64,0.18,3.94,5.36,19.81,0.08,,,,,,,,,,,,,76.26,,,false,,taco_521,,
"Chantilly, spray, com gordura vegetal",100g,TACO,314.96,0.53,16.86,27.27,,,,,,,,109.7,2.27,,0.85,15.65,5.11,0.07,,,,,,0.07,,,,,,,55.14,,,false,,taco_522,,
"Leite, de coco",100g,TACO,166.16,1.01,2.19,18.36,0.68,,,,,,,44.29,5.85,0.46,16.83,25.52,143.67,0.32,,,,,,,,,,,,,77.98,,,false,,taco_523,,
"Maionese, tradicional com ovos",100g,TACO,302.15,0.58,7.9,30.5,,,,,,,,786.83,3.48,0.1,0.86,14.45,16.09,0.06,,,,,,,0.05,,,,,42.47,58.42,,,false,,taco_524,,
Acarajé,100g,TACO,289.21,8.35,19.11,19.93,9.36,,,,,,,304.89,124.42,1.93,51.12,141.56,353.66,1.19,,,,,,0.06,,,,,,25.46,50.46,,,false,,taco_525,,
